SAMPLE_POINT_ID,COLLECTION_DATE,Convert Date,Concantenate (Fake Year),Convert to Date Format (Fake Year),,RESULT,COLLECTION_TIME,SAMPLER,ENTRY_DATE,ANALYSIS_DATE,ANALYTE,STATUS,RESULT,UNITS,SAMPLE_ID,LAB_NAME,ANALYST,SAMPLE_TYPE
EDITHI,15-APR-14,04/15/14,4-15-2015,Err:502,8.7,8.7,09:55,JDG,24-APR-14,,HEM - SGT HEM (Oil and Grease),APPROVED,8.7,MG/L,200393216,,WWURAP,PR OILTPH 01
EDITHI,22-APR-14,04/22/14,4-22-2015,Err:502,29,29,12:45,ACS,07-MAY-14,,HEM - SGT HEM (Oil and Grease),APPROVED,29,MG/L,200393707,,WWURAP,PR OILTPH 01
EDITHI,01-MAY-14,05/01/14,5-1-2015,Err:502,27,27,10:30,JDG,13-MAY-14,,HEM - SGT HEM (Oil and Grease),APPROVED,27,MG/L,200394287,,WWURAP,PR OILTPH 01
EDITHI,07-MAY-14,05/07/14,5-7-2015,Err:502,10,10,13:45,JDG,19-MAY-14,,HEM - SGT HEM (Oil and Grease),APPROVED,10,MG/L,200394717,,WWURAP,PR OILTPH 01
EDITHI,14-MAY-14,05/14/14,5-14-2015,Err:502,19,19,13:30,JDG,28-MAY-14,,HEM - SGT HEM (Oil and Grease),APPROVED,19,MG/L,200395215,,WWURAP,PR OILCMP 01
EDITHI,21-MAY-14,05/21/14,5-21-2015,Err:502,7.9,7.9,10:45,JDG,03-JUN-14,,HEM - SGT HEM (Oil and Grease),APPROVED,7.9,MG/L,200395697,,WWURAP,PR OILTPH 01
EDITHI,28-MAY-14,05/28/14,5-28-2015,Err:502,9.4,9.4,09:55,JDG,11-JUN-14,,HEM - SGT HEM (Oil and Grease),APPROVED,9.4,MG/L,200396114,,WWURAP,PR OILTPH 01
EDITHI,04-JUN-14,06/04/14,6-4-2015,Err:502,33,33,13:10,JDG,19-JUN-14,,HEM - SGT HEM (Oil and Grease),APPROVED,33,MG/L,200396596,,WWURAP,PR OILTPH 01
EDITHI,11-JUN-14,06/11/14,6-11-2015,Err:502,8.3,8.3,09:40,JDG,26-JUN-14,,HEM - SGT HEM (Oil and Grease),APPROVED,8.3,MG/L,200397058,,WWURAP,PR OILTPH 01
EDITHI,18-JUN-14,06/18/14,6-18-2015,Err:502,21,21,11:35,JDG,06-JUL-14,,HEM - SGT HEM (Oil and Grease),APPROVED,21,MG/L,200397510,,WWURAP,PR OILTPH 01
EDITHI,25-JUN-14,06/25/14,6-25-2015,Err:502,35,35,13:40,JDG,10-JUL-14,,HEM - SGT HEM (Oil and Grease),APPROVED,35,MG/L,200398018,,WWURAP,PR OILTPH 01
EDITHI,02-JUL-14,07/02/14,7-2-2015,Err:502,13,13,10:40,JDG,10-JUL-14,,HEM - SGT HEM (Oil and Grease),APPROVED,13,MG/L,200398451,,WWURAP,PR OILTPH 01
EDITHI,16-JUL-14,07/16/14,7-16-2015,Err:502,7.7,7.7,10:15,JDG,31-JUL-14,,HEM - SGT HEM (Oil and Grease),APPROVED,7.7,MG/L,200399379,,WWURAP,PR OILTPH 01
EDITHI,23-JUL-14,07/23/14,7-23-2015,Err:502,42,42,12:40,JDG,10-AUG-14,,HEM - SGT HEM (Oil and Grease),APPROVED,42,MG/L,200399877,,WWURAP,PR OILTPH 01
EDITHI,30-JUL-14,07/30/14,7-30-2015,Err:502,7.5,7.5,11:30,CJP,19-AUG-14,,HEM - SGT HEM (Oil and Grease),APPROVED,7.5,MG/L,200400364,,WWURAP,PR OILTPH 01
EDITHI,06-AUG-14,08/06/14,8-6-2015,Err:502,16,16,13:40,JDG,25-AUG-14,,HEM - SGT HEM (Oil and Grease),APPROVED,16,MG/L,200400868,,WWURAP,PR OILTPH 01
EDITHI,13-AUG-14,08/13/14,8-13-2015,Err:502,6.4,6.4,11:10,CJP,28-AUG-14,,HEM - SGT HEM (Oil and Grease),APPROVED,6.4,MG/L,200401345,,WWURAP,PR OILTPH 01
EDITHI,20-AUG-14,08/20/14,8-20-2015,Err:502,14,14,10:20,CJP,09-SEP-14,,HEM - SGT HEM (Oil and Grease),APPROVED,14,MG/L,200401838,,WWURAP,PR OILTPH 01
EDITHI,27-AUG-14,08/27/14,8-27-2015,Err:502,7.9,7.9,11:25,JDG,09-SEP-14,,HEM - SGT HEM (Oil and Grease),APPROVED,7.9,MG/L,200402350,,WWURAP,PR OILTPH 01
EDITHI,03-SEP-14,09/03/14,9-3-2015,Err:502,8,8,10:50,JDG,18-SEP-14,,HEM - SGT HEM (Oil and Grease),APPROVED,8,MG/L,200402751,,WWURAP,PR OILTPH 01
EDITHI,10-SEP-14,09/10/14,9-10-2015,Err:502,13,13,15:20,JDG,24-SEP-14,,HEM - SGT HEM (Oil and Grease),APPROVED,13,MG/L,200404312,,WWURAP,PR OILTPH 01
EDITHI,17-SEP-14,09/17/14,9-17-2015,Err:502,36,36,13:15,JDG,30-SEP-14,,HEM - SGT HEM (Oil and Grease),APPROVED,36,MG/L,200403819,,WWURAP,PR OILTPH 01
EDITHI,24-SEP-14,09/24/14,9-24-2015,Err:502,7,7,10:35,JDG,06-OCT-14,,HEM - SGT HEM (Oil and Grease),APPROVED,7,MG/L,200404302,,WWUSXH,PR OILTPH 01
EDITHI,01-OCT-14,10/01/14,10-1-2015,Err:502,24,24,12:10,CJP,10-OCT-14,,HEM - SGT HEM (Oil and Grease),APPROVED,24,MG/L,200404700,,WWUSXH,PR OILTPH 01
EDITHI,22-OCT-14,10/22/14,10-22-2015,Err:502,16,16,12:50,JDG,12-NOV-14,,HEM - SGT HEM (Oil and Grease),APPROVED,16,MG/L,200406111,,WWURAP,PR OILTPH 01
EDITHI,19-NOV-14,11/19/14,11-19-2015,Err:502,15,15,09:20,JDG,17-DEC-14,,HEM - SGT HEM (Oil and Grease),APPROVED,15,MG/L,200407979,,WWURAP,PR OILTPH 01
EDITHI,17-DEC-14,12/17/14,12-17-2015,Err:502,59,59,12:50,JDG,08-JAN-15,,HEM - SGT HEM (Oil and Grease),APPROVED,59,MG/L,200409885,,WWURAP,PR OILTPH 02
EDITHI,14-JAN-15,01/14/15,1-14-2015,Err:502,17,17,11:05,JDG,01-FEB-15,,HEM - SGT HEM (Oil and Grease),APPROVED,17,MG/L,200411557,,WWURAP,PR OILTPH 02
EDITHI,18-FEB-15,02/18/15,2-18-2015,Err:502,19,19,09:20,JDG,03-MAR-15,,HEM - SGT HEM (Oil and Grease),APPROVED,19,MG/L,200413999,,WWURAP,PR OILTPH 02
EDITHI,18-MAR-15,03/18/15,3-18-2015,Err:502,18,18,10:15,GGP,27-MAR-15,,HEM - SGT HEM (Oil and Grease),APPROVED,18,MG/L,200416326,,WWUSXH,PR OILTPH 02
F11117,22-JAN-15,01/22/15,1-22-2015,Err:502,16,16,14:10,JDG,01-FEB-15,,HEM - SGT HEM (Oil and Grease),APPROVED,16,MG/L,200412111,,WWURAP,PR OILTPH 02
F11117,23-JAN-15,01/23/15,1-23-2015,Err:502,30,30,12:45,JDG,18-FEB-15,,HEM - SGT HEM (Oil and Grease),APPROVED,30,MG/L,200412271,,WWURAP,PR OILTPH 02
G18122,24-FEB-15,02/24/15,2-24-2015,Err:502,10,10,13:05,ACM,17-MAR-15,,HEM - SGT HEM (Oil and Grease),APPROVED,10,MG/L,200414395,,WWURAP,PR OILTPH 02
G18122,25-FEB-15,02/25/15,2-25-2015,Err:502,35,35,14:00,ACM,17-MAR-15,,HEM - SGT HEM (Oil and Grease),APPROVED,35,MG/L,200414487,,WWURAP,PR OILTPH 02
H22282,08-DEC-14,12/08/14,12-8-2015,Err:502,24,24,10:55,JDG,31-DEC-14,,HEM - SGT HEM (Oil and Grease),APPROVED,24,MG/L,200409197,,WWURAP,PR OILTPH 02
H22282,09-DEC-14,12/09/14,12-9-2015,Err:502,14,14,11:20,JDG,31-DEC-14,,HEM - SGT HEM (Oil and Grease),APPROVED,14,MG/L,200409313,,WWURAP,PR OILTPH 02
K23703,08-DEC-14,12/08/14,12-8-2015,Err:502,15,15,10:15,JDG,31-DEC-14,,HEM - SGT HEM (Oil and Grease),APPROVED,15,MG/L,200409196,,WWURAP,PR OILTPH 02
K23703,09-DEC-14,12/09/14,12-9-2015,Err:502,25,25,10:05,JDG,31-DEC-14,,HEM - SGT HEM (Oil and Grease),APPROVED,25,MG/L,200409311,,WWURAP,PR OILTPH 02
K23703,19-MAR-15,03/19/15,3-19-2015,Err:502,11,11,09:45,GGP,27-MAR-15,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200416400,,WWUSXH,PR OILMX 01
K23703,24-MAR-15,03/24/15,3-24-2015,Err:502,13,13,09:45,GGP,15-APR-15,,HEM - SGT HEM (Oil and Grease),APPROVED,13,MG/L,200416714,,WWURAP,PR OILTPH 02
K23703,24-MAR-15,03/24/15,3-24-2015,Err:502,31,31,11:10,GGP,15-APR-15,,HEM - SGT HEM (Oil and Grease),APPROVED,31,MG/L,200416715,,WWURAP,PR OILTPH 02
STA20,28-APR-10,04/28/10,4-28-2015,Err:502,16,16,21:00,MPO,01-SEP-10,,HEM - SGT HEM (Oil and Grease),APPROVED,16,MG/L,200313667,ASSAIGAI,WWUJCG,PR OILCTR 01
STA20,03-MAY-10,05/03/10,5-3-2015,Err:502,8.2,8.2,21:00,JG ,01-SEP-10,,HEM - SGT HEM (Oil and Grease),APPROVED,8.2,MG/L,200313855,ASSAIGAI,WWUJCG,PR OILCTR 01
STA20,24-MAY-10,05/24/10,5-24-2015,Err:502,75.6,75.6,21:00,JG ,05-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,75.6,MG/L,200314765,ASSAIGAI,WWUAKS,PR OILCTR 01
STA20,01-JUN-10,06/01/10,6-1-2015,Err:502,33,33,21:00,MPO,01-SEP-10,,HEM - SGT HEM (Oil and Grease),APPROVED,33,MG/L,200315046,ASSAIGAI,WWUJCG,PR OILCTR 01
STA20,07-JUN-10,06/07/10,6-7-2015,Err:502,28.3,28.3,21:00,JG ,05-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,28.3,MG/L,200315294,ASSAIGAI,WWUAKS,PR OILCTR 01
STA20,14-JUN-10,06/14/10,6-14-2015,Err:502,120.4,120.4,21:00,MPO,05-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,120.4,MG/L,200315744,ASSAIGAI,WWUAKS,PR OILCTR 01
STA20,19-JUN-10,06/19/10,6-19-2015,Err:502,18,18,21:00,MPO,31-AUG-10,,HEM - SGT HEM (Oil and Grease),APPROVED,18,MG/L,200315922,ASSAIGAI,WWUJCG,PR OILCTR 01
STA20,26-JUN-10,06/26/10,6-26-2015,Err:502,34,34,21:00,MPO,01-SEP-10,,HEM - SGT HEM (Oil and Grease),APPROVED,34,MG/L,200316214,ASSAIGAI,WWUJCG,PR OILCTR 01
STA20,06-JUL-10,07/06/10,7-6-2015,Err:502,16,16,21:00,MPO,30-AUG-10,,HEM - SGT HEM (Oil and Grease),APPROVED,16,MG/L,200316632,ASSAIGAI,WWUJCG,PR OILCTR 01
STA20,13-JUL-10,07/13/10,7-13-2015,Err:502,33,33,21:00,JG ,31-AUG-10,,HEM - SGT HEM (Oil and Grease),APPROVED,33,MG/L,200316969,ASSAIGAI,WWUJCG,PR OILCTR 01
STA20,20-JUL-10,07/20/10,7-20-2015,Err:502,11,11,21:00,JG ,30-AUG-10,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200317298,ASSAIGAI,WWUJCG,PR OILCTR 01
STA20,27-JUL-10,07/27/10,7-27-2015,Err:502,33.8,33.8,21:00,MPO,05-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,33.8,MG/L,200317640,ASSAIGAI,WWUAKS,PR OILCTR 01
STA20,05-AUG-10,08/05/10,8-5-2015,Err:502,18,18,10:30,MPO,08-SEP-10,,HEM - SGT HEM (Oil and Grease),APPROVED,18,MG/L,200318024,WQL,WWUJCG,PR ADHOC  02
STA20,05-AUG-10,08/05/10,8-5-2015,Err:502,17,17,10:30,MPO,08-SEP-10,,HEM - SGT HEM (Oil and Grease),APPROVED,17,MG/L,200318029,WQL,WWUJCG,PR ADHOC  02
STA20,10-AUG-10,08/10/10,8-10-2015,Err:502,27,27,14:15,JG ,30-AUG-10,,HEM - SGT HEM (Oil and Grease),APPROVED,27,MG/L,200318246,WQL,WWUJCG,PR ADHOC  02
STA20,23-AUG-10,08/23/10,8-23-2015,Err:502,22,22,12:15,JG ,09-SEP-10,,HEM - SGT HEM (Oil and Grease),APPROVED,22,MG/L,200318839,HALL,WWUJCG,PR OILTPH 01
STA20,06-OCT-10,10/06/10,10-6-2015,Err:502,45,45,10:00,JG ,10-NOV-10,,HEM - SGT HEM (Oil and Grease),APPROVED,45,MG/L,200320754,HALL,WWUAKS,PR OILTPH 01
STA20,11-OCT-10,10/11/10,10-11-2015,Err:502,27,27,10:45,MPO,01-NOV-10,,HEM - SGT HEM (Oil and Grease),APPROVED,27,MG/L,200320957,HALL,WWUAKS,PR OILTPH 01
STA20,20-OCT-10,10/20/10,10-20-2015,Err:502,26,26,10:30,ACS,02-NOV-10,,HEM - SGT HEM (Oil and Grease),APPROVED,26,MG/L,200321541,HALL,WWUAKS,PR OILTPH 01
STA20,25-OCT-10,10/25/10,10-25-2015,Err:502,23,23,11:30,ACS,10-NOV-10,,HEM - SGT HEM (Oil and Grease),APPROVED,23,MG/L,200321769,HALL,WWUAKS,PR OILTPH 01
STA20,01-NOV-10,11/01/10,11-1-2015,Err:502,12,12,11:20,ACS,17-NOV-10,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200322084,HALL,WWUAKS,PR OILTPH 01
STA20,08-NOV-10,11/08/10,11-8-2015,Err:502,14,14,10:30,ACS,19-NOV-10,,HEM - SGT HEM (Oil and Grease),APPROVED,14,MG/L,200322420,HALL,WWUAKS,PR OILTPH 01
STA20,15-NOV-10,11/15/10,11-15-2015,Err:502,5,<5.9,14:40,ACS,29-DEC-10,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.9,MG/L,200322719,HALL,WWUAKS,PR OILTPH 01
STA20,05-JAN-11,01/05/11,1-5-2015,Err:502,13,13,10:25,JG ,28-JAN-11,,HEM - SGT HEM (Oil and Grease),APPROVED,13,MG/L,200325105,HALL,WWUNAA,PR OILTPH 01
STA20,10-JAN-11,01/10/11,1-10-2015,Err:502,110,110,13:30,MPO,28-JAN-11,,HEM - SGT HEM (Oil and Grease),APPROVED,110,MG/L,200325311,HALL,WWUNAA,PR OILTPH 01
STA20,20-JAN-11,01/20/11,1-20-2015,Err:502,9.4,9.4,10:06,EPF,03-FEB-11,,HEM - SGT HEM (Oil and Grease),APPROVED,9.4,MG/L,200325772,HALL,WWUNAA,PR OILTPH 01
STA20,24-JAN-11,01/24/11,1-24-2015,Err:502,39,39,15:55,EPF,07-FEB-11,,HEM - SGT HEM (Oil and Grease),APPROVED,39,MG/L,200325957,HALL,WWUNAA,PR OILTPH 01
STA20,08-FEB-11,02/08/11,2-8-2015,Err:502,20,20,9:40,EPF,25-FEB-11,,HEM - SGT HEM (Oil and Grease),APPROVED,20,MG/L,200326543,HALL,WWUNAA,PR OILTPH 01
STA20,14-FEB-11,02/14/11,2-14-2015,Err:502,24,24,09:20,EPF,24-FEB-11,,HEM - SGT HEM (Oil and Grease),APPROVED,24,MG/L,200326857,HALL,WWUNAA,PR OILTPH 01
STA20,23-FEB-11,02/23/11,2-23-2015,Err:502,19,19,09:25,EPF,14-MAR-11,,HEM - SGT HEM (Oil and Grease),APPROVED,19,MG/L,200327297,HALL,WWUMWM,PR OILTPH 01
STA20,28-FEB-11,02/28/11,2-28-2015,Err:502,28,28,15:40,MPO,16-MAR-11,,HEM - SGT HEM (Oil and Grease),APPROVED,28,MG/L,200327550,HALL,WWUNAA,PR OILTPH 01
STA20,07-MAR-11,03/07/11,3-7-2015,Err:502,156,156,09:30,EPF,05-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,156,MG/L,200327802,HALL,WWUNAA,PR OILTPH 01
STA20,14-MAR-11,03/14/11,3-14-2015,Err:502,24,24,13:15,EPF,11-MAY-11,,HEM - SGT HEM (Oil and Grease),APPROVED,24,MG/L,200328145,HALL,WWUNAA,PR OILTPH 01
STA20,21-MAR-11,03/21/11,3-21-2015,Err:502,64.4,64.4,10:40,EPF,05-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,64.4,MG/L,200328477,,WWUNAA,PR OILTPH 0
STA20,28-MAR-11,03/28/11,3-28-2015,Err:502,23,23,10:55,ACS,07-APR-11,,HEM - SGT HEM (Oil and Grease),APPROVED,23,MG/L,200328835,,WWUMWM,PR OILTPH 0
STA20,04-APR-11,04/04/11,4-4-2015,Err:502,29,29,11:05,ACS,20-APR-11,,HEM - SGT HEM (Oil and Grease),APPROVED,29,MG/L,200329084,,WWUMWM,PR OILTPH 0
STA20,11-APR-11,04/11/11,4-11-2015,Err:502,13,13,10:30,ACS,21-APR-11,,HEM - SGT HEM (Oil and Grease),APPROVED,13,MG/L,200329422,,WWUNAA,PR OILTPH 01
STA20,25-APR-11,04/25/11,4-25-2015,Err:502,29.8,29.8,10:00,ACS,05-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,29.8,MG/L,200330194,,WWUNAA,PR OILTPH 01
STA20,02-MAY-11,05/02/11,5-2-2015,Err:502,58,58,10:00,ACS,05-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,58,MG/L,200330569,,WWUNAA,PR OILTPH 01
STA20,09-MAY-11,05/09/11,5-9-2015,Err:502,40.2,40.2,10:00,ACS,05-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,40.2,MG/L,200330962,,WWUNAA,PR OILTPH 01
STA20,16-MAY-11,05/16/11,5-16-2015,Err:502,233.1,233.1,9:00,ACS,05-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,233.1,MG/L,200331438,,WWUNAA,PR OILTPH 01
STA20,23-MAY-11,05/23/11,5-23-2015,Err:502,91.7,91.7,8:50,ACS,05-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,91.7,MG/L,200331849,,WWUNAA,PR OILTPH 01
STA20,31-MAY-11,05/31/11,5-31-2015,Err:502,35.8,35.8,9:00,ACS,05-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,35.8,MG/L,200332145,,WWUNAA,PR OILTPH 01
STA20,13-JUN-11,06/13/11,6-13-2015,Err:502,28.4,28.4,09:20,ACS,05-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,28.4,MG/L,200332768,,WWUNAA,PR OILTPH 01
STA20,20-JUN-11,06/20/11,6-20-2015,Err:502,34,34,09:20,ACS,15-JUL-11,,HEM - SGT HEM (Oil and Grease),APPROVED,34,MG/L,200333098,,WWUNAA,PR OILTPH 01
STA20,27-JUN-11,06/27/11,6-27-2015,Err:502,37,37,10:05,ACS,15-JUL-11,,HEM - SGT HEM (Oil and Grease),APPROVED,37,MG/L,200333537,,WWUNAA,PR OILTPH 01
STA20,06-JUL-11,07/06/11,7-6-2015,Err:502,54,54,10:00,ACS,26-JUL-11,,HEM - SGT HEM (Oil and Grease),APPROVED,54,MG/L,200333920,,WWUNAA,PR OILTPH 01
STA20,11-JUL-11,07/11/11,7-11-2015,Err:502,40.5,40.5,09:35,ACS,27-JUL-11,,HEM - SGT HEM (Oil and Grease),APPROVED,40.5,MG/L,200334147,,WWUNAA,PR OILTPH 01
STA20,18-JUL-11,07/18/11,7-18-2015,Err:502,35.5,35.5,08:50,ACS,19-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,35.5,MG/L,200334569,,WWUNAA,PR OILTPH 01
STA20,25-JUL-11,07/25/11,7-25-2015,Err:502,95.5,95.5,09:35,ACS,10-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,95.5,MG/L,200334963,,WWUNAA,PR OILTPH 01
STA20,01-AUG-11,08/01/11,8-1-2015,Err:502,46.5,46.5,09:40,ACS,16-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,46.5,MG/L,200335312,,WWUNAA,PR OILTPH 01
STA20,08-AUG-11,08/08/11,8-8-2015,Err:502,65.5,65.5,09:55,ACS,26-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,65.5,MG/L,200335678,,WWUNAA,PR OILTPH 01
STA20,15-AUG-11,08/15/11,8-15-2015,Err:502,31.4,31.4,12:05,ACS,08-SEP-11,,HEM - SGT HEM (Oil and Grease),APPROVED,31.4,MG/L,200336022,,WWUNAA,PR OILTPH 01
STA20,22-AUG-11,08/22/11,8-22-2015,Err:502,17,17,10:05,ACS,02-SEP-11,,HEM - SGT HEM (Oil and Grease),APPROVED,17,MG/L,200336384,,WWUAKS,PR OILTPH 01
STA20,29-AUG-11,08/29/11,8-29-2015,Err:502,274.2,274.2,09:55,ACS,14-SEP-11,,HEM - SGT HEM (Oil and Grease),APPROVED,274.2,MG/L,200336744,,WWUNAA,PR OILTPH 01
STA20,06-SEP-11,09/06/11,9-6-2015,Err:502,26.7,26.7,12:40,ACS,25-OCT-11,,HEM - SGT HEM (Oil and Grease),APPROVED,26.7,MG/L,200337008,,WWUAKS,PR OILTPH 01
STA20,12-SEP-11,09/12/11,9-12-2015,Err:502,15,15,12:00,ACS,06-OCT-11,,HEM - SGT HEM (Oil and Grease),APPROVED,15,MG/L,200337333,,WWUNAA,PR OILTPH 01
STA20,19-SEP-11,09/19/11,9-19-2015,Err:502,7.3,7.3,10:05,ACS,13-OCT-11,,HEM - SGT HEM (Oil and Grease),APPROVED,7.3,MG/L,200337651,,WWUNAA,PR OILTPH 01
STA20,24-OCT-11,10/24/11,10-24-2015,Err:502,4.4,4.4,09:55,ACS,08-NOV-11,,HEM - SGT HEM (Oil and Grease),APPROVED,4.4,MG/L,200339647,,WWUAKS,PR OILTPH 01
STA20,07-NOV-11,11/07/11,11-7-2015,Err:502,38,38,10:55,ACS,22-NOV-11,,HEM - SGT HEM (Oil and Grease),APPROVED,38,MG/L,200340448,,WWUNAA,PR OILTPH 01
STA20,14-NOV-11,11/14/11,11-14-2015,Err:502,24,24,10:45,ACS,07-DEC-11,,HEM - SGT HEM (Oil and Grease),APPROVED,24,MG/L,200340828,,WWUAKS,PR OILTPH 01
STA20,21-NOV-11,11/21/11,11-21-2015,Err:502,13,13,09:45,ACS,30-NOV-11,,HEM - SGT HEM (Oil and Grease),APPROVED,13,MG/L,200341302,,WWUAKS,PR OILTPH 01
STA20,28-NOV-11,11/28/11,11-28-2015,Err:502,14,14,10:45,ACS,12-DEC-11,,HEM - SGT HEM (Oil and Grease),APPROVED,14,MG/L,200341582,,WWUAKS,PR OILTPH 01
STA20,05-DEC-11,12/05/11,12-5-2015,Err:502,8.7,8.7,10:40,ACS,21-DEC-11,,HEM - SGT HEM (Oil and Grease),APPROVED,8.7,MG/L,200341896,,WWUAKS,PR OILTPH 01
STA20,12-DEC-11,12/12/11,12-12-2015,Err:502,31,31,10:20,ACS,21-DEC-11,,HEM - SGT HEM (Oil and Grease),APPROVED,31,MG/L,200342294,,WWUAKS,PR OILTPH 01
STA20,19-DEC-11,12/19/11,12-19-2015,Err:502,13,13,10:10,ACS,30-DEC-11,,HEM - SGT HEM (Oil and Grease),APPROVED,13,MG/L,200342715,,WWUAKS,PR OILTPH 01
STA20,04-JAN-12,01/04/12,1-4-2015,Err:502,32,32,09:20,ACS,12-JAN-12,,HEM - SGT HEM (Oil and Grease),APPROVED,32,MG/L,200343506,,WWUAKS,PR OILTPH 01
STA20,09-JAN-12,01/09/12,1-9-2015,Err:502,6.6,6.6,10:40,ACS,27-JAN-12,,HEM - SGT HEM (Oil and Grease),APPROVED,6.6,MG/L,200343777,,WWUAKS,PR OILTPH 01
STA20,17-JAN-12,01/17/12,1-17-2015,Err:502,21.6,21.6,09:30,ACS,03-FEB-12,,HEM - SGT HEM (Oil and Grease),APPROVED,21.6,MG/L,200344223,,WWUAKS,PR OILTPH 01
STA20,23-JAN-12,01/23/12,1-23-2015,Err:502,10,10,10:05,ACS,06-FEB-12,,HEM - SGT HEM (Oil and Grease),APPROVED,10,MG/L,200344588,,WWUAKS,PR OILTPH 01
STA20,01-FEB-12,02/01/12,2-1-2015,Err:502,9.1,9.1,11:15,ACS,24-FEB-12,,HEM - SGT HEM (Oil and Grease),APPROVED,9.1,MG/L,200345071,,WWUAKS,PR OILTPH 01
STA20,06-FEB-12,02/06/12,2-6-2015,Err:502,12,12,10:40,ACS,23-FEB-12,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200345321,,WWUAKS,PR OILTPH 01
STA20,15-FEB-12,02/15/12,2-15-2015,Err:502,26,26,13:30,SAM,01-MAR-12,,HEM - SGT HEM (Oil and Grease),APPROVED,26,MG/L,200345886,,WWUAKS,PR OILTPH 01
STA20,22-FEB-12,02/22/12,2-22-2015,Err:502,10,10,11:20,ACS,09-MAR-12,,HEM - SGT HEM (Oil and Grease),APPROVED,10,MG/L,200346231,,WWUAKS,PR OILTPH 01
STA20,27-FEB-12,02/27/12,2-27-2015,Err:502,8.4,8.4,10:15,ACS,14-MAR-12,,HEM - SGT HEM (Oil and Grease),APPROVED,8.4,MG/L,200346532,,WWUAKS,PR OILTPH 01
STA20,06-MAR-12,03/06/12,3-6-2015,Err:502,13,13,11:35,ACS,27-MAR-12,,HEM - SGT HEM (Oil and Grease),APPROVED,13,MG/L,200346952,,WWUAKS,PR OILTPH 01
STA20,12-MAR-12,03/12/12,3-12-2015,Err:502,8.2,8.2,10:05,ACS,27-MAR-12,,HEM - SGT HEM (Oil and Grease),APPROVED,8.2,MG/L,200347268,,WWUAKS,PR OILTPH 01
STA20,19-MAR-12,03/19/12,3-19-2015,Err:502,12.2,12.2,09:10,ACS,02-APR-12,,HEM - SGT HEM (Oil and Grease),APPROVED,12.2,MG/L,200347679,,WWUAKS,PR OILTPH 01
STA20,26-MAR-12,03/26/12,3-26-2015,Err:502,24.2,24.2,09:30,ACS,05-APR-12,,HEM - SGT HEM (Oil and Grease),APPROVED,24.2,MG/L,200348062,,WWUAKS,PR OILTPH 01
STA20,03-APR-12,04/03/12,4-3-2015,Err:502,17,17,12:35,ACS,23-APR-12,,HEM - SGT HEM (Oil and Grease),APPROVED,17,MG/L,200348495,,WWUAKS,PR OILTPH 01
STA20,09-APR-12,04/09/12,4-9-2015,Err:502,12,12,12:00,ACS,26-APR-12,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200348838,,WWUAKS,PR OILTPH 01
STA20,16-APR-12,04/16/12,4-16-2015,Err:502,8.7,8.7,10:40,ACS,03-MAY-12,,HEM - SGT HEM (Oil and Grease),APPROVED,8.7,MG/L,200349251,,WWUAKS,PR OILTPH 01
STA20,23-APR-12,04/23/12,4-23-2015,Err:502,9.1,9.1,9:50,ACS,14-MAY-12,,HEM - SGT HEM (Oil and Grease),APPROVED,9.1,MG/L,200349668,,WWUAKS,PR OILTPH 01
STA20,02-MAY-12,05/02/12,5-2-2015,Err:502,14,14,10:15,ACS,09-MAY-12,,HEM - SGT HEM (Oil and Grease),APPROVED,14,MG/L,200350195,,WWUAKS,PR OILTPH 01
STA20,07-MAY-12,05/07/12,5-7-2015,Err:502,4.1,4.1,09:55,ACS,04-JUN-12,,HEM - SGT HEM (Oil and Grease),APPROVED,4.1,MG/L,200350481,,WWUAKS,PR OILTPH 01
STA20,14-MAY-12,05/14/12,5-14-2015,Err:502,22.9,22.9,13:50,ACS,22-MAY-12,,HEM - SGT HEM (Oil and Grease),APPROVED,22.9,MG/L,200350886,,WWUAKS,PR OILTPH 01
